tool	rank	metric	sample	value
Gold standard	strain	Purity	0	1.0
Gold standard	strain	F1 score	0	1.0
Gold standard	strain	Jaccard index	0	1.0
Gold standard	strain	Taxon counts	0	75.0
Gold standard	superkingdom	L1 norm error	0	0.0
Gold standard	phylum	L1 norm error	0	0.0
Gold standard	class	L1 norm error	0	0.0
Gold standard	order	L1 norm error	0	0.0
Gold standard	family	L1 norm error	0	0.0
Gold standard	genus	L1 norm error	0	0.0
Gold standard	species	L1 norm error	0	0.0
Gold standard	strain	L1 norm error	0	0.0
Gold standard	na	Weighted UniFrac error	0	0.0
Gold standard	na	Unweighted UniFrac error	0	0.0
Gold standard	superkingdom	Bray-Curtis distance	1	0.0
Gold standard	phylum	Bray-Curtis distance	1	0.0
Gold standard	class	Bray-Curtis distance	1	0.0
Gold standard	order	Bray-Curtis distance	1	0.0
Gold standard	family	Bray-Curtis distance	1	0.0
Gold standard	genus	Bray-Curtis distance	1	0.0
Gold standard	species	Bray-Curtis distance	1	0.0
Gold standard	strain	Bray-Curtis distance	1	0.0
Gold standard	superkingdom	Shannon diversity	1	0.0
Gold standard	superkingdom	Shannon equitability	1	0.0
Gold standard	phylum	Shannon diversity	1	0.6815912611401937
Gold standard	phylum	Shannon equitability	1	0.491664166180106
Gold standard	class	Shannon diversity	1	1.0822835102175952
Gold standard	class	Shannon equitability	1	0.6040339279936252
Gold standard	order	Shannon diversity	1	1.0956663021600643
Gold standard	order	Shannon equitability	1	0.5630610964704514
Gold standard	family	Shannon diversity	1	1.5698836547892514
Gold standard	family	Shannon equitability	1	0.5541000497130589
Gold standard	genus	Shannon diversity	1	1.8188382099634683
Gold standard	genus	Shannon equitability	1	0.524805773138731
Gold standard	species	Shannon diversity	1	2.476080427354939
Gold standard	species	Shannon equitability	1	0.5618874923543452
Gold standard	strain	Shannon diversity	1	0.9765010453010137
Gold standard	strain	Shannon equitability	1	0.2170094108067782
Gold standard	superkingdom	True positives	1	1.0
Gold standard	superkingdom	False negatives	1	0.0
Gold standard	superkingdom	False positives	1	0.0
Gold standard	superkingdom	Completeness	1	1.0
Gold standard	superkingdom	Purity	1	1.0
Gold standard	superkingdom	F1 score	1	1.0
Gold standard	superkingdom	Jaccard index	1	1.0
Gold standard	superkingdom	Taxon counts	1	1.0
Gold standard	phylum	True positives	1	4.0
Gold standard	phylum	False negatives	1	0.0
Gold standard	phylum	False positives	1	0.0
Gold standard	phylum	Completeness	1	1.0
Gold standard	phylum	Purity	1	1.0
Gold standard	phylum	F1 score	1	1.0
Gold standard	phylum	Jaccard index	1	1.0
Gold standard	phylum	Taxon counts	1	4.0
Gold standard	class	True positives	1	6.0
Gold standard	class	False negatives	1	0.0
Gold standard	class	False positives	1	0.0
Gold standard	class	Completeness	1	1.0
Gold standard	class	Purity	1	1.0
Gold standard	class	F1 score	1	1.0
Gold standard	class	Jaccard index	1	1.0
Gold standard	class	Taxon counts	1	6.0
Gold standard	order	True positives	1	7.0
Gold standard	order	False negatives	1	0.0
Gold standard	order	False positives	1	0.0
Gold standard	order	Completeness	1	1.0
Gold standard	order	Purity	1	1.0
Gold standard	order	F1 score	1	1.0
Gold standard	order	Jaccard index	1	1.0
Gold standard	order	Taxon counts	1	7.0
Gold standard	family	True positives	1	17.0
Gold standard	family	False negatives	1	0.0
Gold standard	family	False positives	1	0.0
Gold standard	family	Completeness	1	1.0
Gold standard	family	Purity	1	1.0
Gold standard	family	F1 score	1	1.0
Gold standard	family	Jaccard index	1	1.0
Gold standard	family	Taxon counts	1	17.0
Gold standard	genus	True positives	1	32.0
Gold standard	genus	False negatives	1	0.0
Gold standard	genus	False positives	1	0.0
Gold standard	genus	Completeness	1	1.0
Gold standard	genus	Purity	1	1.0
Gold standard	genus	F1 score	1	1.0
Gold standard	genus	Jaccard index	1	1.0
Gold standard	genus	Taxon counts	1	32.0
Gold standard	species	True positives	1	82.0
Gold standard	species	False negatives	1	0.0
Gold standard	species	False positives	1	0.0
Gold standard	species	Completeness	1	1.0
Gold standard	species	Purity	1	1.0
Gold standard	species	F1 score	1	1.0
Gold standard	species	Jaccard index	1	1.0
Gold standard	species	Taxon counts	1	82.0
Gold standard	strain	True positives	1	90.0
Gold standard	strain	False negatives	1	0.0
Gold standard	strain	False positives	1	0.0
Gold standard	strain	Completeness	1	1.0
Gold standard	strain	Purity	1	1.0
Gold standard	strain	F1 score	1	1.0
Gold standard	strain	Jaccard index	1	1.0
Gold standard	strain	Taxon counts	1	90.0
Gold standard	superkingdom	L1 norm error	1	0.0
Gold standard	phylum	L1 norm error	1	0.0
Gold standard	class	L1 norm error	1	0.0
Gold standard	order	L1 norm error	1	0.0
Gold standard	family	L1 norm error	1	0.0
Gold standard	genus	L1 norm error	1	0.0
Gold standard	species	L1 norm error	1	0.0
Gold standard	strain	L1 norm error	1	0.0
Gold standard	na	Weighted UniFrac error	1	0.0
Gold standard	na	Unweighted UniFrac error	1	0.0
Gold standard	superkingdom	Bray-Curtis distance	2	0.0
Gold standard	phylum	Bray-Curtis distance	2	0.0
Gold standard	class	Bray-Curtis distance	2	0.0
Gold standard	order	Bray-Curtis distance	2	0.0
Gold standard	family	Bray-Curtis distance	2	0.0
Gold standard	genus	Bray-Curtis distance	2	0.0
Gold standard	species	Bray-Curtis distance	2	0.0
Gold standard	strain	Bray-Curtis distance	2	0.0
Gold standard	superkingdom	Shannon diversity	2	0.0
Gold standard	superkingdom	Shannon equitability	2	0.0
Gold standard	phylum	Shannon diversity	2	0.5733389753419571
Gold standard	phylum	Shannon equitability	2	0.29463794904420315
Gold standard	class	Shannon diversity	2	0.6641720342436739
Gold standard	class	Shannon equitability	2	0.26728248898216667
Gold standard	order	Shannon diversity	2	0.689938833525893
Gold standard	order	Shannon equitability	2	0.26143381797108495
Gold standard	family	Shannon diversity	2	0.8731740136062834
Gold standard	family	Shannon equitability	2	0.2824852866894819
Gold standard	genus	Shannon diversity	2	0.9101154000263807
Gold standard	genus	Shannon equitability	2	0.2520454416422654
Gold standard	species	Shannon diversity	2	2.288505136360375
Gold standard	species	Shannon equitability	2	0.5300547624405472
Gold standard	strain	Shannon diversity	2	0.8650296215967547
Gold standard	strain	Shannon equitability	2	0.19369624242456576
Gold standard	superkingdom	True positives	2	1.0
Gold standard	superkingdom	False negatives	2	0.0
Gold standard	superkingdom	False positives	2	0.0
Gold standard	superkingdom	Completeness	2	1.0
Gold standard	superkingdom	Purity	2	1.0
Gold standard	superkingdom	F1 score	2	1.0
Gold standard	superkingdom	Jaccard index	2	1.0
Gold standard	superkingdom	Taxon counts	2	1.0
Gold standard	phylum	True positives	2	7.0
Gold standard	phylum	False negatives	2	0.0
Gold standard	phylum	False positives	2	0.0
Gold standard	phylum	Completeness	2	1.0
Gold standard	phylum	Purity	2	1.0
Gold standard	phylum	F1 score	2	1.0
Gold standard	phylum	Jaccard index	2	1.0
Gold standard	phylum	Taxon counts	2	7.0
Gold standard	class	True positives	2	12.0
Gold standard	class	False negatives	2	0.0
Gold standard	class	False positives	2	0.0
Gold standard	class	Completeness	2	1.0
Gold standard	class	Purity	2	1.0
Gold standard	class	F1 score	2	1.0
Gold standard	class	Jaccard index	2	1.0
Gold standard	class	Taxon counts	2	12.0
Gold standard	order	True positives	2	14.0
Gold standard	order	False negatives	2	0.0
Gold standard	order	False positives	2	0.0
Gold standard	order	Completeness	2	1.0
Gold standard	order	Purity	2	1.0
Gold standard	order	F1 score	2	1.0
Gold standard	order	Jaccard index	2	1.0
Gold standard	order	Taxon counts	2	14.0
Gold standard	family	True positives	2	22.0
Gold standard	family	False negatives	2	0.0
Gold standard	family	False positives	2	0.0
Gold standard	family	Completeness	2	1.0
Gold standard	family	Purity	2	1.0
Gold standard	family	F1 score	2	1.0
Gold standard	family	Jaccard index	2	1.0
Gold standard	family	Taxon counts	2	22.0
Gold standard	genus	True positives	2	37.0
Gold standard	genus	False negatives	2	0.0
Gold standard	genus	False positives	2	0.0
Gold standard	genus	Completeness	2	1.0
Gold standard	genus	Purity	2	1.0
Gold standard	genus	F1 score	2	1.0
Gold standard	genus	Jaccard index	2	1.0
Gold standard	genus	Taxon counts	2	37.0
Gold standard	species	True positives	2	75.0
Gold standard	species	False negatives	2	0.0
Gold standard	species	False positives	2	0.0
Gold standard	species	Completeness	2	1.0
Gold standard	species	Purity	2	1.0
Gold standard	species	F1 score	2	1.0
Gold standard	species	Jaccard index	2	1.0
Gold standard	species	Taxon counts	2	75.0
Gold standard	strain	True positives	2	87.0
Gold standard	strain	False negatives	2	0.0
Gold standard	strain	False positives	2	0.0
Gold standard	strain	Completeness	2	1.0
Gold standard	strain	Purity	2	1.0
Gold standard	strain	F1 score	2	1.0
Gold standard	strain	Jaccard index	2	1.0
Gold standard	strain	Taxon counts	2	87.0
Gold standard	superkingdom	L1 norm error	2	0.0
Gold standard	phylum	L1 norm error	2	0.0
Gold standard	class	L1 norm error	2	0.0
Gold standard	order	L1 norm error	2	0.0
Gold standard	family	L1 norm error	2	0.0
Gold standard	genus	L1 norm error	2	0.0
Gold standard	species	L1 norm error	2	0.0
Gold standard	strain	L1 norm error	2	0.0
Gold standard	na	Weighted UniFrac error	2	0.0
Gold standard	na	Unweighted UniFrac error	2	0.0
Gold standard	superkingdom	Bray-Curtis distance	3	0.0
Gold standard	phylum	Bray-Curtis distance	3	0.0
Gold standard	class	Bray-Curtis distance	3	0.0
Gold standard	order	Bray-Curtis distance	3	0.0
Gold standard	family	Bray-Curtis distance	3	0.0
Gold standard	genus	Bray-Curtis distance	3	0.0
Gold standard	species	Bray-Curtis distance	3	0.0
Gold standard	strain	Bray-Curtis distance	3	0.0
Gold standard	superkingdom	Shannon diversity	3	0.0
Gold standard	superkingdom	Shannon equitability	3	0.0
Gold standard	phylum	Shannon diversity	3	0.8421941600399127
Gold standard	phylum	Shannon equitability	3	0.5232846533148864
Gold standard	class	Shannon diversity	3	0.9904135421524699
Gold standard	class	Shannon equitability	3	0.47628823523088026
Gold standard	order	Shannon diversity	3	1.0069178643752894
Gold standard	order	Shannon equitability	3	0.4372988722279951
Gold standard	family	Shannon diversity	3	1.3818150139464647
Gold standard	family	Shannon equitability	3	0.4612611834992673
Gold standard	genus	Shannon diversity	3	1.888516448754091
Gold standard	genus	Shannon equitability	3	0.5052657515571015
Gold standard	species	Shannon diversity	3	2.5727656846543576
Gold standard	species	Shannon equitability	3	0.5355442161259746
Gold standard	strain	Shannon diversity	3	1.635257259687623
Gold standard	strain	Shannon equitability	3	0.32723389964298577
Gold standard	superkingdom	True positives	3	1.0
Gold standard	superkingdom	False negatives	3	0.0
Gold standard	superkingdom	False positives	3	0.0
Gold standard	superkingdom	Completeness	3	1.0
Gold standard	superkingdom	Purity	3	1.0
Gold standard	superkingdom	F1 score	3	1.0
Gold standard	superkingdom	Jaccard index	3	1.0
Gold standard	superkingdom	Taxon counts	3	1.0
Gold standard	phylum	True positives	3	5.0
Gold standard	phylum	False negatives	3	0.0
Gold standard	phylum	False positives	3	0.0
Gold standard	phylum	Completeness	3	1.0
Gold standard	phylum	Purity	3	1.0
Gold standard	phylum	F1 score	3	1.0
Gold standard	phylum	Jaccard index	3	1.0
Gold standard	phylum	Taxon counts	3	5.0
Gold standard	class	True positives	3	8.0
Gold standard	class	False negatives	3	0.0
Gold standard	class	False positives	3	0.0
Gold standard	class	Completeness	3	1.0
Gold standard	class	Purity	3	1.0
Gold standard	class	F1 score	3	1.0
Gold standard	class	Jaccard index	3	1.0
Gold standard	class	Taxon counts	3	8.0
Gold standard	order	True positives	3	10.0
Gold standard	order	False negatives	3	0.0
Gold standard	order	False positives	3	0.0
Gold standard	order	Completeness	3	1.0
Gold standard	order	Purity	3	1.0
Gold standard	order	F1 score	3	1.0
Gold standard	order	Jaccard index	3	1.0
Gold standard	order	Taxon counts	3	10.0
Gold standard	family	True positives	3	20.0
Gold standard	family	False negatives	3	0.0
Gold standard	family	False positives	3	0.0
Gold standard	family	Completeness	3	1.0
Gold standard	family	Purity	3	1.0
Gold standard	family	F1 score	3	1.0
Gold standard	family	Jaccard index	3	1.0
Gold standard	family	Taxon counts	3	20.0
Gold standard	genus	True positives	3	42.0
Gold standard	genus	False negatives	3	0.0
Gold standard	genus	False positives	3	0.0
Gold standard	genus	Completeness	3	1.0
Gold standard	genus	Purity	3	1.0
Gold standard	genus	F1 score	3	1.0
Gold standard	genus	Jaccard index	3	1.0
Gold standard	genus	Taxon counts	3	42.0
Gold standard	species	True positives	3	122.0
Gold standard	species	False negatives	3	0.0
Gold standard	species	False positives	3	0.0
Gold standard	species	Completeness	3	1.0
Gold standard	species	Purity	3	1.0
Gold standard	species	F1 score	3	1.0
Gold standard	species	Jaccard index	3	1.0
Gold standard	species	Taxon counts	3	122.0
Gold standard	strain	True positives	3	148.0
Gold standard	strain	False negatives	3	0.0
Gold standard	strain	False positives	3	0.0
Gold standard	strain	Completeness	3	1.0
Gold standard	strain	Purity	3	1.0
Gold standard	strain	F1 score	3	1.0
Gold standard	strain	Jaccard index	3	1.0
Gold standard	strain	Taxon counts	3	148.0
Gold standard	superkingdom	L1 norm error	3	0.0
Gold standard	phylum	L1 norm error	3	0.0
Gold standard	class	L1 norm error	3	0.0
Gold standard	order	L1 norm error	3	0.0
Gold standard	family	L1 norm error	3	0.0
Gold standard	genus	L1 norm error	3	0.0
Gold standard	species	L1 norm error	3	0.0
Gold standard	strain	L1 norm error	3	0.0
Gold standard	na	Weighted UniFrac error	3	0.0
Gold standard	na	Unweighted UniFrac error	3	0.0
Gold standard	superkingdom	Bray-Curtis distance	4	0.0
Gold standard	phylum	Bray-Curtis distance	4	0.0
Gold standard	class	Bray-Curtis distance	4	0.0
Gold standard	order	Bray-Curtis distance	4	0.0
Gold standard	family	Bray-Curtis distance	4	0.0
Gold standard	genus	Bray-Curtis distance	4	0.0
Gold standard	species	Bray-Curtis distance	4	0.0
Gold standard	strain	Bray-Curtis distance	4	0.0
Gold standard	superkingdom	Shannon diversity	4	0.0
Gold standard	superkingdom	Shannon equitability	4	0.0
Gold standard	phylum	Shannon diversity	4	0.7886910304409581
Gold standard	phylum	Shannon equitability	4	0.5689203192053884
Gold standard	class	Shannon diversity	4	1.2786888754510393
Gold standard	class	Shannon equitability	4	0.5553275226794607
Gold standard	order	Shannon diversity	4	1.288609143109333
Gold standard	order	Shannon equitability	4	0.537391752562034
Gold standard	family	Shannon diversity	4	1.6983165175725323
Gold standard	family	Shannon equitability	4	0.5767878124114901
Gold standard	genus	Shannon diversity	4	1.7890403195760818
Gold standard	genus	Shannon equitability	4	0.5368939133576817
Gold standard	species	Shannon diversity	4	3.0917642806819736
Gold standard	species	Shannon equitability	4	0.7491309931377953
Gold standard	strain	Shannon diversity	4	1.435844510464284
Gold standard	strain	Shannon equitability	4	0.33684080247210346
Gold standard	superkingdom	True positives	4	1.0
Gold standard	superkingdom	False negatives	4	0.0
Gold standard	superkingdom	False positives	4	0.0
Gold standard	superkingdom	Completeness	4	1.0
Gold standard	superkingdom	Purity	4	1.0
Gold standard	superkingdom	F1 score	4	1.0
Gold standard	superkingdom	Jaccard index	4	1.0
Gold standard	superkingdom	Taxon counts	4	1.0
Gold standard	phylum	True positives	4	4.0
Gold standard	phylum	False negatives	4	0.0
Gold standard	phylum	False positives	4	0.0
Gold standard	phylum	Completeness	4	1.0
Gold standard	phylum	Purity	4	1.0
Gold standard	phylum	F1 score	4	1.0
Gold standard	phylum	Jaccard index	4	1.0
Gold standard	phylum	Taxon counts	4	4.0
Gold standard	class	True positives	4	10.0
Gold standard	class	False negatives	4	0.0
Gold standard	class	False positives	4	0.0
Gold standard	class	Completeness	4	1.0
Gold standard	class	Purity	4	1.0
Gold standard	class	F1 score	4	1.0
Gold standard	class	Jaccard index	4	1.0
Gold standard	class	Taxon counts	4	10.0
Gold standard	order	True positives	4	11.0
Gold standard	order	False negatives	4	0.0
Gold standard	order	False positives	4	0.0
Gold standard	order	Completeness	4	1.0
Gold standard	order	Purity	4	1.0
Gold standard	order	F1 score	4	1.0
Gold standard	order	Jaccard index	4	1.0
Gold standard	order	Taxon counts	4	11.0
Gold standard	family	True positives	4	19.0
Gold standard	family	False negatives	4	0.0
Gold standard	family	False positives	4	0.0
Gold standard	family	Completeness	4	1.0
Gold standard	family	Purity	4	1.0
Gold standard	family	F1 score	4	1.0
Gold standard	family	Jaccard index	4	1.0
Gold standard	family	Taxon counts	4	19.0
Gold standard	genus	True positives	4	28.0
Gold standard	genus	False negatives	4	0.0
Gold standard	genus	False positives	4	0.0
Gold standard	genus	Completeness	4	1.0
Gold standard	genus	Purity	4	1.0
Gold standard	genus	F1 score	4	1.0
Gold standard	genus	Jaccard index	4	1.0
Gold standard	genus	Taxon counts	4	28.0
Gold standard	species	True positives	4	62.0
Gold standard	species	False negatives	4	0.0
Gold standard	species	False positives	4	0.0
Gold standard	species	Completeness	4	1.0
Gold standard	species	Purity	4	1.0
Gold standard	species	F1 score	4	1.0
Gold standard	species	Jaccard index	4	1.0
Gold standard	species	Taxon counts	4	62.0
Gold standard	strain	True positives	4	71.0
Gold standard	strain	False negatives	4	0.0
Gold standard	strain	False positives	4	0.0
Gold standard	strain	Completeness	4	1.0
Gold standard	strain	Purity	4	1.0
Gold standard	strain	F1 score	4	1.0
Gold standard	strain	Jaccard index	4	1.0
Gold standard	strain	Taxon counts	4	71.0
Gold standard	superkingdom	L1 norm error	4	0.0
Gold standard	phylum	L1 norm error	4	0.0
Gold standard	class	L1 norm error	4	0.0
Gold standard	order	L1 norm error	4	0.0
Gold standard	family	L1 norm error	4	0.0
Gold standard	genus	L1 norm error	4	0.0
Gold standard	species	L1 norm error	4	0.0
Gold standard	strain	L1 norm error	4	0.0
Gold standard	na	Weighted UniFrac error	4	0.0
Gold standard	na	Unweighted UniFrac error	4	0.0
Gold standard	superkingdom	Bray-Curtis distance	5	0.0
Gold standard	phylum	Bray-Curtis distance	5	0.0
Gold standard	class	Bray-Curtis distance	5	0.0
Gold standard	order	Bray-Curtis distance	5	0.0
Gold standard	family	Bray-Curtis distance	5	0.0
Gold standard	genus	Bray-Curtis distance	5	0.0
Gold standard	species	Bray-Curtis distance	5	0.0
Gold standard	strain	Bray-Curtis distance	5	0.0
Gold standard	superkingdom	Shannon diversity	5	0.0
Gold standard	superkingdom	Shannon equitability	5	0.0
Gold standard	phylum	Shannon diversity	5	0.8909387261707972
Gold standard	phylum	Shannon equitability	5	0.5535713551219562
Gold standard	class	Shannon diversity	5	1.1481366490368599
Gold standard	class	Shannon equitability	5	0.44762546507863243
Gold standard	order	Shannon diversity	5	1.1517641343100007
Gold standard	order	Shannon equitability	5	0.42531121979984654
Gold standard	family	Shannon diversity	5	1.908949567518512
Gold standard	family	Shannon equitability	5	0.566908779002699
Gold standard	genus	Shannon diversity	5	2.025365142871465
Gold standard	genus	Shannon equitability	5	0.4751389269881677
Gold standard	species	Shannon diversity	5	2.7155421758699396
Gold standard	species	Shannon equitability	5	0.5096856777147794
Gold standard	strain	Shannon diversity	5	1.9213607224224578
Gold standard	strain	Shannon equitability	5	0.3469829758818181
Gold standard	superkingdom	True positives	5	1.0
Gold standard	superkingdom	False negatives	5	0.0
Gold standard	superkingdom	False positives	5	0.0
Gold standard	superkingdom	Completeness	5	1.0
Gold standard	superkingdom	Purity	5	1.0
Gold standard	superkingdom	F1 score	5	1.0
Gold standard	superkingdom	Jaccard index	5	1.0
Gold standard	superkingdom	Taxon counts	5	1.0
Gold standard	phylum	True positives	5	5.0
Gold standard	phylum	False negatives	5	0.0
Gold standard	phylum	False positives	5	0.0
Gold standard	phylum	Completeness	5	1.0
Gold standard	phylum	Purity	5	1.0
Gold standard	phylum	F1 score	5	1.0
Gold standard	phylum	Jaccard index	5	1.0
Gold standard	phylum	Taxon counts	5	5.0
Gold standard	class	True positives	5	13.0
Gold standard	class	False negatives	5	0.0
Gold standard	class	False positives	5	0.0
Gold standard	class	Completeness	5	1.0
Gold standard	class	Purity	5	1.0
Gold standard	class	F1 score	5	1.0
Gold standard	class	Jaccard index	5	1.0
Gold standard	class	Taxon counts	5	13.0
Gold standard	order	True positives	5	15.0
Gold standard	order	False negatives	5	0.0
Gold standard	order	False positives	5	0.0
Gold standard	order	Completeness	5	1.0
Gold standard	order	Purity	5	1.0
Gold standard	order	F1 score	5	1.0
Gold standard	order	Jaccard index	5	1.0
Gold standard	order	Taxon counts	5	15.0
Gold standard	family	True positives	5	29.0
Gold standard	family	False negatives	5	0.0
Gold standard	family	False positives	5	0.0
Gold standard	family	Completeness	5	1.0
Gold standard	family	Purity	5	1.0
Gold standard	family	F1 score	5	1.0
Gold standard	family	Jaccard index	5	1.0
Gold standard	family	Taxon counts	5	29.0
Gold standard	genus	True positives	5	71.0
Gold standard	genus	False negatives	5	0.0
Gold standard	genus	False positives	5	0.0
Gold standard	genus	Completeness	5	1.0
Gold standard	genus	Purity	5	1.0
Gold standard	genus	F1 score	5	1.0
Gold standard	genus	Jaccard index	5	1.0
Gold standard	genus	Taxon counts	5	71.0
Gold standard	species	True positives	5	206.0
Gold standard	species	False negatives	5	0.0
Gold standard	species	False positives	5	0.0
Gold standard	species	Completeness	5	1.0
Gold standard	species	Purity	5	1.0
Gold standard	species	F1 score	5	1.0
Gold standard	species	Jaccard index	5	1.0
Gold standard	species	Taxon counts	5	206.0
Gold standard	strain	True positives	5	254.0
Gold standard	strain	False negatives	5	0.0
Gold standard	strain	False positives	5	0.0
Gold standard	strain	Completeness	5	1.0
Gold standard	strain	Purity	5	1.0
Gold standard	strain	F1 score	5	1.0
Gold standard	strain	Jaccard index	5	1.0
Gold standard	strain	Taxon counts	5	254.0
Gold standard	superkingdom	L1 norm error	5	0.0
Gold standard	phylum	L1 norm error	5	0.0
Gold standard	class	L1 norm error	5	0.0
Gold standard	order	L1 norm error	5	0.0
Gold standard	family	L1 norm error	5	0.0
Gold standard	genus	L1 norm error	5	0.0
Gold standard	species	L1 norm error	5	0.0
Gold standard	strain	L1 norm error	5	0.0
Gold standard	na	Weighted UniFrac error	5	0.0
Gold standard	na	Unweighted UniFrac error	5	0.0
Gold standard	superkingdom	Bray-Curtis distance	6	0.0
Gold standard	phylum	Bray-Curtis distance	6	0.0
Gold standard	class	Bray-Curtis distance	6	0.0
Gold standard	order	Bray-Curtis distance	6	0.0
Gold standard	family	Bray-Curtis distance	6	0.0
Gold standard	genus	Bray-Curtis distance	6	0.0
Gold standard	species	Bray-Curtis distance	6	0.0
Gold standard	strain	Bray-Curtis distance	6	0.0
Gold standard	superkingdom	Shannon diversity	6	0.0
Gold standard	superkingdom	Shannon equitability	6	0.0
Gold standard	phylum	Shannon diversity	6	0.874842600382698
Gold standard	phylum	Shannon equitability	6	0.5435702698587443
Gold standard	class	Shannon diversity	6	1.102918783240555
Gold standard	class	Shannon equitability	6	0.45995285772152855
Gold standard	order	Shannon diversity	6	1.1075357027624997
Gold standard	order	Shannon equitability	6	0.41967095232598245
Gold standard	family	Shannon diversity	6	1.91700540275676
Gold standard	family	Shannon equitability	6	0.5693011542631407
Gold standard	genus	Shannon diversity	6	1.965539520367907
Gold standard	genus	Shannon equitability	6	0.46421589023180826
Gold standard	species	Shannon diversity	6	2.8968793048135097
Gold standard	species	Shannon equitability	6	0.5403322958860206
Gold standard	strain	Shannon diversity	6	2.0084872834941954
Gold standard	strain	Shannon equitability	6	0.3614449216699187
Gold standard	superkingdom	True positives	6	1.0
Gold standard	superkingdom	False negatives	6	0.0
Gold standard	superkingdom	False positives	6	0.0
Gold standard	superkingdom	Completeness	6	1.0
Gold standard	superkingdom	Purity	6	1.0
Gold standard	superkingdom	F1 score	6	1.0
Gold standard	superkingdom	Jaccard index	6	1.0
Gold standard	superkingdom	Taxon counts	6	1.0
Gold standard	phylum	True positives	6	5.0
Gold standard	phylum	False negatives	6	0.0
Gold standard	phylum	False positives	6	0.0
Gold standard	phylum	Completeness	6	1.0
Gold standard	phylum	Purity	6	1.0
Gold standard	phylum	F1 score	6	1.0
Gold standard	phylum	Jaccard index	6	1.0
Gold standard	phylum	Taxon counts	6	5.0
Gold standard	class	True positives	6	11.0
