tool	rank	metric	sample	value
Gold standard	strain	Purity	0	1.0
Gold standard	strain	F1 score	0	1.0
Gold standard	strain	Jaccard index	0	1.0
Gold standard	strain	Taxon counts	0	162.0
Gold standard	superkingdom	L1 norm error	0	0.0
Gold standard	phylum	L1 norm error	0	0.0
Gold standard	class	L1 norm error	0	0.0
Gold standard	order	L1 norm error	0	0.0
Gold standard	family	L1 norm error	0	0.0
Gold standard	genus	L1 norm error	0	0.0
Gold standard	species	L1 norm error	0	0.0
Gold standard	strain	L1 norm error	0	0.0
Gold standard	na	Weighted UniFrac error	0	0.0
Gold standard	na	Unweighted UniFrac error	0	0.0
Gold standard	superkingdom	Bray-Curtis distance	1	0.0
Gold standard	phylum	Bray-Curtis distance	1	0.0
Gold standard	class	Bray-Curtis distance	1	0.0
Gold standard	order	Bray-Curtis distance	1	0.0
Gold standard	family	Bray-Curtis distance	1	0.0
Gold standard	genus	Bray-Curtis distance	1	0.0
Gold standard	species	Bray-Curtis distance	1	0.0
Gold standard	strain	Bray-Curtis distance	1	0.0
Gold standard	superkingdom	Shannon diversity	1	0.0
Gold standard	superkingdom	Shannon equitability	1	0.0
Gold standard	phylum	Shannon diversity	1	1.1891321793321998
Gold standard	phylum	Shannon equitability	1	0.5164335437375625
Gold standard	class	Shannon diversity	1	1.563521436562615
Gold standard	class	Shannon equitability	1	0.5773605806591925
Gold standard	order	Shannon diversity	1	2.4084989866408093
Gold standard	order	Shannon equitability	1	0.6888299093597996
Gold standard	family	Shannon diversity	1	3.071305080108132
Gold standard	family	Shannon equitability	1	0.7699466942600227
Gold standard	genus	Shannon diversity	1	3.652926677058942
Gold standard	genus	Shannon equitability	1	0.815870422177443
Gold standard	species	Shannon diversity	1	4.321365492781603
Gold standard	species	Shannon equitability	1	0.8493923668541636
Gold standard	strain	Shannon diversity	1	4.321365492781603
Gold standard	strain	Shannon equitability	1	0.8493923668541636
Gold standard	superkingdom	True positives	1	1.0
Gold standard	superkingdom	False negatives	1	0.0
Gold standard	superkingdom	False positives	1	0.0
Gold standard	superkingdom	Completeness	1	1.0
Gold standard	superkingdom	Purity	1	1.0
Gold standard	superkingdom	F1 score	1	1.0
Gold standard	superkingdom	Jaccard index	1	1.0
Gold standard	superkingdom	Taxon counts	1	1.0
Gold standard	phylum	True positives	1	10.0
Gold standard	phylum	False negatives	1	0.0
Gold standard	phylum	False positives	1	0.0
Gold standard	phylum	Completeness	1	1.0
Gold standard	phylum	Purity	1	1.0
Gold standard	phylum	F1 score	1	1.0
Gold standard	phylum	Jaccard index	1	1.0
Gold standard	phylum	Taxon counts	1	10.0
Gold standard	class	True positives	1	15.0
Gold standard	class	False negatives	1	0.0
Gold standard	class	False positives	1	0.0
Gold standard	class	Completeness	1	1.0
Gold standard	class	Purity	1	1.0
Gold standard	class	F1 score	1	1.0
Gold standard	class	Jaccard index	1	1.0
Gold standard	class	Taxon counts	1	15.0
Gold standard	order	True positives	1	33.0
Gold standard	order	False negatives	1	0.0
Gold standard	order	False positives	1	0.0
Gold standard	order	Completeness	1	1.0
Gold standard	order	Purity	1	1.0
Gold standard	order	F1 score	1	1.0
Gold standard	order	Jaccard index	1	1.0
Gold standard	order	Taxon counts	1	33.0
Gold standard	family	True positives	1	54.0
Gold standard	family	False negatives	1	0.0
Gold standard	family	False positives	1	0.0
Gold standard	family	Completeness	1	1.0
Gold standard	family	Purity	1	1.0
Gold standard	family	F1 score	1	1.0
Gold standard	family	Jaccard index	1	1.0
Gold standard	family	Taxon counts	1	54.0
Gold standard	genus	True positives	1	88.0
Gold standard	genus	False negatives	1	0.0
Gold standard	genus	False positives	1	0.0
Gold standard	genus	Completeness	1	1.0
Gold standard	genus	Purity	1	1.0
Gold standard	genus	F1 score	1	1.0
Gold standard	genus	Jaccard index	1	1.0
Gold standard	genus	Taxon counts	1	88.0
Gold standard	species	True positives	1	162.0
Gold standard	species	False negatives	1	0.0
Gold standard	species	False positives	1	0.0
Gold standard	species	Completeness	1	1.0
Gold standard	species	Purity	1	1.0
Gold standard	species	F1 score	1	1.0
Gold standard	species	Jaccard index	1	1.0
Gold standard	species	Taxon counts	1	162.0
Gold standard	strain	True positives	1	162.0
Gold standard	strain	False negatives	1	0.0
Gold standard	strain	False positives	1	0.0
Gold standard	strain	Completeness	1	1.0
Gold standard	strain	Purity	1	1.0
Gold standard	strain	F1 score	1	1.0
Gold standard	strain	Jaccard index	1	1.0
Gold standard	strain	Taxon counts	1	162.0
Gold standard	superkingdom	L1 norm error	1	0.0
Gold standard	phylum	L1 norm error	1	0.0
Gold standard	class	L1 norm error	1	0.0
Gold standard	order	L1 norm error	1	0.0
Gold standard	family	L1 norm error	1	0.0
Gold standard	genus	L1 norm error	1	0.0
Gold standard	species	L1 norm error	1	0.0
Gold standard	strain	L1 norm error	1	0.0
Gold standard	na	Weighted UniFrac error	1	0.0
Gold standard	na	Unweighted UniFrac error	1	0.0
Gold standard	superkingdom	Bray-Curtis distance	2	0.0
Gold standard	phylum	Bray-Curtis distance	2	0.0
Gold standard	class	Bray-Curtis distance	2	0.0
Gold standard	order	Bray-Curtis distance	2	0.0
Gold standard	family	Bray-Curtis distance	2	0.0
Gold standard	genus	Bray-Curtis distance	2	0.0
Gold standard	species	Bray-Curtis distance	2	0.0
Gold standard	strain	Bray-Curtis distance	2	0.0
Gold standard	superkingdom	Shannon diversity	2	0.0
Gold standard	superkingdom	Shannon equitability	2	0.0
Gold standard	phylum	Shannon diversity	2	1.3596505913341346
Gold standard	phylum	Shannon equitability	2	0.5904887491329079
Gold standard	class	Shannon diversity	2	1.7734246973149537
Gold standard	class	Shannon equitability	2	0.654871426162317
Gold standard	order	Shannon diversity	2	2.624988867287157
Gold standard	order	Shannon equitability	2	0.7507459432423486
Gold standard	family	Shannon diversity	2	3.2786955565278357
Gold standard	family	Shannon equitability	2	0.8219374954261317
Gold standard	genus	Shannon diversity	2	3.899895135807171
Gold standard	genus	Shannon equitability	2	0.8710301005714417
Gold standard	species	Shannon diversity	2	4.572527565459204
Gold standard	species	Shannon equitability	2	0.8987598984207434
Gold standard	strain	Shannon diversity	2	4.572527565459204
Gold standard	strain	Shannon equitability	2	0.8987598984207434
Gold standard	superkingdom	True positives	2	1.0
Gold standard	superkingdom	False negatives	2	0.0
Gold standard	superkingdom	False positives	2	0.0
Gold standard	superkingdom	Completeness	2	1.0
Gold standard	superkingdom	Purity	2	1.0
Gold standard	superkingdom	F1 score	2	1.0
Gold standard	superkingdom	Jaccard index	2	1.0
Gold standard	superkingdom	Taxon counts	2	1.0
Gold standard	phylum	True positives	2	10.0
Gold standard	phylum	False negatives	2	0.0
Gold standard	phylum	False positives	2	0.0
Gold standard	phylum	Completeness	2	1.0
Gold standard	phylum	Purity	2	1.0
Gold standard	phylum	F1 score	2	1.0
Gold standard	phylum	Jaccard index	2	1.0
Gold standard	phylum	Taxon counts	2	10.0
Gold standard	class	True positives	2	15.0
Gold standard	class	False negatives	2	0.0
Gold standard	class	False positives	2	0.0
Gold standard	class	Completeness	2	1.0
Gold standard	class	Purity	2	1.0
Gold standard	class	F1 score	2	1.0
Gold standard	class	Jaccard index	2	1.0
Gold standard	class	Taxon counts	2	15.0
Gold standard	order	True positives	2	33.0
Gold standard	order	False negatives	2	0.0
Gold standard	order	False positives	2	0.0
Gold standard	order	Completeness	2	1.0
Gold standard	order	Purity	2	1.0
Gold standard	order	F1 score	2	1.0
Gold standard	order	Jaccard index	2	1.0
Gold standard	order	Taxon counts	2	33.0
Gold standard	family	True positives	2	54.0
Gold standard	family	False negatives	2	0.0
Gold standard	family	False positives	2	0.0
Gold standard	family	Completeness	2	1.0
Gold standard	family	Purity	2	1.0
Gold standard	family	F1 score	2	1.0
Gold standard	family	Jaccard index	2	1.0
Gold standard	family	Taxon counts	2	54.0
Gold standard	genus	True positives	2	88.0
Gold standard	genus	False negatives	2	0.0
Gold standard	genus	False positives	2	0.0
Gold standard	genus	Completeness	2	1.0
Gold standard	genus	Purity	2	1.0
Gold standard	genus	F1 score	2	1.0
Gold standard	genus	Jaccard index	2	1.0
Gold standard	genus	Taxon counts	2	88.0
Gold standard	species	True positives	2	162.0
Gold standard	species	False negatives	2	0.0
Gold standard	species	False positives	2	0.0
Gold standard	species	Completeness	2	1.0
Gold standard	species	Purity	2	1.0
Gold standard	species	F1 score	2	1.0
Gold standard	species	Jaccard index	2	1.0
Gold standard	species	Taxon counts	2	162.0
Gold standard	strain	True positives	2	162.0
Gold standard	strain	False negatives	2	0.0
Gold standard	strain	False positives	2	0.0
Gold standard	strain	Completeness	2	1.0
Gold standard	strain	Purity	2	1.0
Gold standard	strain	F1 score	2	1.0
Gold standard	strain	Jaccard index	2	1.0
Gold standard	strain	Taxon counts	2	162.0
Gold standard	superkingdom	L1 norm error	2	0.0
Gold standard	phylum	L1 norm error	2	0.0
Gold standard	class	L1 norm error	2	0.0
Gold standard	order	L1 norm error	2	0.0
Gold standard	family	L1 norm error	2	0.0
Gold standard	genus	L1 norm error	2	0.0
Gold standard	species	L1 norm error	2	0.0
Gold standard	strain	L1 norm error	2	0.0
Gold standard	na	Weighted UniFrac error	2	0.0
Gold standard	na	Unweighted UniFrac error	2	0.0
Gold standard	superkingdom	Bray-Curtis distance	3	0.0
Gold standard	phylum	Bray-Curtis distance	3	0.0
Gold standard	class	Bray-Curtis distance	3	0.0
Gold standard	order	Bray-Curtis distance	3	0.0
Gold standard	family	Bray-Curtis distance	3	0.0
Gold standard	genus	Bray-Curtis distance	3	0.0
Gold standard	species	Bray-Curtis distance	3	0.0
Gold standard	strain	Bray-Curtis distance	3	0.0
Gold standard	superkingdom	Shannon diversity	3	0.0
Gold standard	superkingdom	Shannon equitability	3	0.0
Gold standard	phylum	Shannon diversity	3	1.2256653371643096
Gold standard	phylum	Shannon equitability	3	0.5322996925905482
Gold standard	class	Shannon diversity	3	1.630351670768668
Gold standard	class	Shannon equitability	3	0.6020389393465064
Gold standard	order	Shannon diversity	3	2.710232414122972
Gold standard	order	Shannon equitability	3	0.7751255692941403
Gold standard	family	Shannon diversity	3	3.297723616251396
Gold standard	family	Shannon equitability	3	0.8267076472997521
Gold standard	genus	Shannon diversity	3	3.9649543698352976
Gold standard	genus	Shannon equitability	3	0.88556088901196
Gold standard	species	Shannon diversity	3	4.732061163840118
Gold standard	species	Shannon equitability	3	0.9301172601037292
Gold standard	strain	Shannon diversity	3	4.732061163840118
Gold standard	strain	Shannon equitability	3	0.9301172601037292
Gold standard	superkingdom	True positives	3	1.0
Gold standard	superkingdom	False negatives	3	0.0
Gold standard	superkingdom	False positives	3	0.0
Gold standard	superkingdom	Completeness	3	1.0
Gold standard	superkingdom	Purity	3	1.0
Gold standard	superkingdom	F1 score	3	1.0
Gold standard	superkingdom	Jaccard index	3	1.0
Gold standard	superkingdom	Taxon counts	3	1.0
Gold standard	phylum	True positives	3	10.0
Gold standard	phylum	False negatives	3	0.0
Gold standard	phylum	False positives	3	0.0
Gold standard	phylum	Completeness	3	1.0
Gold standard	phylum	Purity	3	1.0
Gold standard	phylum	F1 score	3	1.0
Gold standard	phylum	Jaccard index	3	1.0
Gold standard	phylum	Taxon counts	3	10.0
Gold standard	class	True positives	3	15.0
Gold standard	class	False negatives	3	0.0
Gold standard	class	False positives	3	0.0
Gold standard	class	Completeness	3	1.0
Gold standard	class	Purity	3	1.0
Gold standard	class	F1 score	3	1.0
Gold standard	class	Jaccard index	3	1.0
Gold standard	class	Taxon counts	3	15.0
Gold standard	order	True positives	3	33.0
Gold standard	order	False negatives	3	0.0
Gold standard	order	False positives	3	0.0
Gold standard	order	Completeness	3	1.0
Gold standard	order	Purity	3	1.0
Gold standard	order	F1 score	3	1.0
Gold standard	order	Jaccard index	3	1.0
Gold standard	order	Taxon counts	3	33.0
Gold standard	family	True positives	3	54.0
Gold standard	family	False negatives	3	0.0
Gold standard	family	False positives	3	0.0
Gold standard	family	Completeness	3	1.0
Gold standard	family	Purity	3	1.0
Gold standard	family	F1 score	3	1.0
Gold standard	family	Jaccard index	3	1.0
Gold standard	family	Taxon counts	3	54.0
Gold standard	genus	True positives	3	88.0
Gold standard	genus	False negatives	3	0.0
Gold standard	genus	False positives	3	0.0
Gold standard	genus	Completeness	3	1.0
Gold standard	genus	Purity	3	1.0
Gold standard	genus	F1 score	3	1.0
Gold standard	genus	Jaccard index	3	1.0
Gold standard	genus	Taxon counts	3	88.0
Gold standard	species	True positives	3	162.0
Gold standard	species	False negatives	3	0.0
Gold standard	species	False positives	3	0.0
Gold standard	species	Completeness	3	1.0
Gold standard	species	Purity	3	1.0
Gold standard	species	F1 score	3	1.0
Gold standard	species	Jaccard index	3	1.0
Gold standard	species	Taxon counts	3	162.0
Gold standard	strain	True positives	3	162.0
Gold standard	strain	False negatives	3	0.0
Gold standard	strain	False positives	3	0.0
Gold standard	strain	Completeness	3	1.0
Gold standard	strain	Purity	3	1.0
Gold standard	strain	F1 score	3	1.0
Gold standard	strain	Jaccard index	3	1.0
Gold standard	strain	Taxon counts	3	162.0
Gold standard	superkingdom	L1 norm error	3	0.0
Gold standard	phylum	L1 norm error	3	0.0
Gold standard	class	L1 norm error	3	0.0
Gold standard	order	L1 norm error	3	0.0
Gold standard	family	L1 norm error	3	0.0
Gold standard	genus	L1 norm error	3	0.0
Gold standard	species	L1 norm error	3	0.0
Gold standard	strain	L1 norm error	3	0.0
Gold standard	na	Weighted UniFrac error	3	0.0
Gold standard	na	Unweighted UniFrac error	3	0.0
Gold standard	superkingdom	Bray-Curtis distance	4	0.0
Gold standard	phylum	Bray-Curtis distance	4	0.0
Gold standard	class	Bray-Curtis distance	4	0.0
Gold standard	order	Bray-Curtis distance	4	0.0
Gold standard	family	Bray-Curtis distance	4	0.0
Gold standard	genus	Bray-Curtis distance	4	0.0
Gold standard	species	Bray-Curtis distance	4	0.0
Gold standard	strain	Bray-Curtis distance	4	0.0
Gold standard	superkingdom	Shannon diversity	4	0.0
Gold standard	superkingdom	Shannon equitability	4	0.0
Gold standard	phylum	Shannon diversity	4	1.3874099840052971
Gold standard	phylum	Shannon equitability	4	0.6025445001909794
Gold standard	class	Shannon diversity	4	1.9205039440228657
Gold standard	class	Shannon equitability	4	0.7091832873855871
Gold standard	order	Shannon diversity	4	2.797235543293598
Gold standard	order	Shannon equitability	4	0.8000084353086315
Gold standard	family	Shannon diversity	4	3.473526504248347
Gold standard	family	Shannon equitability	4	0.8707797433384341
Gold standard	genus	Shannon diversity	4	3.910726481476659
Gold standard	genus	Shannon equitability	4	0.8734492497483504
Gold standard	species	Shannon diversity	4	4.637184022156176
Gold standard	species	Shannon equitability	4	0.9114685436112465
Gold standard	strain	Shannon diversity	4	4.637184022156176
Gold standard	strain	Shannon equitability	4	0.9114685436112465
Gold standard	superkingdom	True positives	4	1.0
Gold standard	superkingdom	False negatives	4	0.0
Gold standard	superkingdom	False positives	4	0.0
Gold standard	superkingdom	Completeness	4	1.0
Gold standard	superkingdom	Purity	4	1.0
Gold standard	superkingdom	F1 score	4	1.0
Gold standard	superkingdom	Jaccard index	4	1.0
Gold standard	superkingdom	Taxon counts	4	1.0
Gold standard	phylum	True positives	4	10.0
Gold standard	phylum	False negatives	4	0.0
Gold standard	phylum	False positives	4	0.0
Gold standard	phylum	Completeness	4	1.0
Gold standard	phylum	Purity	4	1.0
Gold standard	phylum	F1 score	4	1.0
Gold standard	phylum	Jaccard index	4	1.0
Gold standard	phylum	Taxon counts	4	10.0
Gold standard	class	True positives	4	15.0
Gold standard	class	False negatives	4	0.0
Gold standard	class	False positives	4	0.0
Gold standard	class	Completeness	4	1.0
Gold standard	class	Purity	4	1.0
Gold standard	class	F1 score	4	1.0
Gold standard	class	Jaccard index	4	1.0
Gold standard	class	Taxon counts	4	15.0
Gold standard	order	True positives	4	33.0
Gold standard	order	False negatives	4	0.0
Gold standard	order	False positives	4	0.0
Gold standard	order	Completeness	4	1.0
Gold standard	order	Purity	4	1.0
Gold standard	order	F1 score	4	1.0
Gold standard	order	Jaccard index	4	1.0
Gold standard	order	Taxon counts	4	33.0
Gold standard	family	True positives	4	54.0
Gold standard	family	False negatives	4	0.0
Gold standard	family	False positives	4	0.0
Gold standard	family	Completeness	4	1.0
Gold standard	family	Purity	4	1.0
Gold standard	family	F1 score	4	1.0
Gold standard	family	Jaccard index	4	1.0
Gold standard	family	Taxon counts	4	54.0
Gold standard	genus	True positives	4	88.0
Gold standard	genus	False negatives	4	0.0
Gold standard	genus	False positives	4	0.0
Gold standard	genus	Completeness	4	1.0
Gold standard	genus	Purity	4	1.0
Gold standard	genus	F1 score	4	1.0
Gold standard	genus	Jaccard index	4	1.0
Gold standard	genus	Taxon counts	4	88.0
Gold standard	species	True positives	4	162.0
Gold standard	species	False negatives	4	0.0
Gold standard	species	False positives	4	0.0
Gold standard	species	Completeness	4	1.0
Gold standard	species	Purity	4	1.0
Gold standard	species	F1 score	4	1.0
Gold standard	species	Jaccard index	4	1.0
Gold standard	species	Taxon counts	4	162.0
Gold standard	strain	True positives	4	162.0
Gold standard	strain	False negatives	4	0.0
Gold standard	strain	False positives	4	0.0
Gold standard	strain	Completeness	4	1.0
Gold standard	strain	Purity	4	1.0
Gold standard	strain	F1 score	4	1.0
Gold standard	strain	Jaccard index	4	1.0
Gold standard	strain	Taxon counts	4	162.0
Gold standard	superkingdom	L1 norm error	4	0.0
Gold standard	phylum	L1 norm error	4	0.0
Gold standard	class	L1 norm error	4	0.0
Gold standard	order	L1 norm error	4	0.0
Gold standard	family	L1 norm error	4	0.0
Gold standard	genus	L1 norm error	4	0.0
Gold standard	species	L1 norm error	4	0.0
Gold standard	strain	L1 norm error	4	0.0
Gold standard	na	Weighted UniFrac error	4	0.0
Gold standard	na	Unweighted UniFrac error	4	0.0
gsg162.profile	superkingdom	Bray-Curtis distance	0	0.0
gsg162.profile	phylum	Bray-Curtis distance	0	0.0
gsg162.profile	class	Bray-Curtis distance	0	0.0
gsg162.profile	order	Bray-Curtis distance	0	0.0
gsg162.profile	family	Bray-Curtis distance	0	0.0
gsg162.profile	genus	Bray-Curtis distance	0	0.0
gsg162.profile	species	Bray-Curtis distance	0	0.0
gsg162.profile	strain	Bray-Curtis distance	0	0.0
gsg162.profile	superkingdom	Shannon diversity	0	0.0
gsg162.profile	superkingdom	Shannon equitability	0	0.0
gsg162.profile	phylum	Shannon diversity	0	1.403967728653968
gsg162.profile	phylum	Shannon equitability	0	0.6097354373246602
gsg162.profile	class	Shannon diversity	0	1.814292301540859
gsg162.profile	class	Shannon equitability	0	0.6699625807536431
gsg162.profile	order	Shannon diversity	0	2.791596858322506
gsg162.profile	order	Shannon equitability	0	0.798395773281747
gsg162.profile	family	Shannon diversity	0	3.3490940137915444
gsg162.profile	family	Shannon equitability	0	0.8395857127270615
gsg162.profile	genus	Shannon diversity	0	3.8801469648007707
gsg162.profile	genus	Shannon equitability	0	0.8666194046991675
gsg162.profile	species	Shannon diversity	0	4.697565845639864
gsg162.profile	species	Shannon equitability	0	0.923336981967005
gsg162.profile	strain	Shannon diversity	0	4.697565845639864
gsg162.profile	strain	Shannon equitability	0	0.923336981967005
gsg162.profile	superkingdom	True positives	0	1.0
gsg162.profile	superkingdom	False negatives	0	0.0
gsg162.profile	superkingdom	False positives	0	0.0
gsg162.profile	superkingdom	Completeness	0	1.0
gsg162.profile	superkingdom	Purity	0	1.0
gsg162.profile	superkingdom	F1 score	0	1.0
gsg162.profile	superkingdom	Jaccard index	0	1.0
gsg162.profile	superkingdom	Taxon counts	0	1.0
gsg162.profile	phylum	True positives	0	10.0
gsg162.profile	phylum	False negatives	0	0.0
gsg162.profile	phylum	False positives	0	0.0
gsg162.profile	phylum	Completeness	0	1.0
gsg162.profile	phylum	Purity	0	1.0
gsg162.profile	phylum	F1 score	0	1.0
gsg162.profile	phylum	Jaccard index	0	1.0
gsg162.profile	phylum	Taxon counts	0	10.0
gsg162.profile	class	True positives	0	15.0
gsg162.profile	class	False negatives	0	0.0
gsg162.profile	class	False positives	0	0.0
gsg162.profile	class	Completeness	0	1.0
gsg162.profile	class	Purity	0	1.0
gsg162.profile	class	F1 score	0	1.0
gsg162.profile	class	Jaccard index	0	1.0
gsg162.profile	class	Taxon counts	0	15.0
gsg162.profile	order	True positives	0	33.0
gsg162.profile	order	False negatives	0	0.0
gsg162.profile	order	False positives	0	0.0
gsg162.profile	order	Completeness	0	1.0
gsg162.profile	order	Purity	0	1.0
gsg162.profile	order	F1 score	0	1.0
gsg162.profile	order	Jaccard index	0	1.0
gsg162.profile	order	Taxon counts	0	33.0
gsg162.profile	family	True positives	0	54.0
gsg162.profile	family	False negatives	0	0.0
gsg162.profile	family	False positives	0	0.0
gsg162.profile	family	Completeness	0	1.0
gsg162.profile	family	Purity	0	1.0
gsg162.profile	family	F1 score	0	1.0
gsg162.profile	family	Jaccard index	0	1.0
gsg162.profile	family	Taxon counts	0	54.0
gsg162.profile	genus	True positives	0	88.0
gsg162.profile	genus	False negatives	0	0.0
gsg162.profile	genus	False positives	0	0.0
gsg162.profile	genus	Completeness	0	1.0
gsg162.profile	genus	Purity	0	1.0
gsg162.profile	genus	F1 score	0	1.0
gsg162.profile	genus	Jaccard index	0	1.0
gsg162.profile	genus	Taxon counts	0	88.0
gsg162.profile	species	True positives	0	162.0
gsg162.profile	species	False negatives	0	0.0
gsg162.profile	species	False positives	0	0.0
gsg162.profile	species	Completeness	0	1.0
gsg162.profile	species	Purity	0	1.0
gsg162.profile	species	F1 score	0	1.0
gsg162.profile	species	Jaccard index	0	1.0
gsg162.profile	species	Taxon counts	0	162.0
gsg162.profile	strain	True positives	0	162.0
gsg162.profile	strain	False negatives	0	0.0
gsg162.profile	strain	False positives	0	0.0
gsg162.profile	strain	Completeness	0	1.0
gsg162.profile	strain	Purity	0	1.0
gsg162.profile	strain	F1 score	0	1.0
gsg162.profile	strain	Jaccard index	0	1.0
gsg162.profile	strain	Taxon counts	0	162.0
gsg162.profile	superkingdom	L1 norm error	0	0.0
gsg162.profile	phylum	L1 norm error	0	0.0
gsg162.profile	class	L1 norm error	0	0.0
gsg162.profile	order	L1 norm error	0	0.0
gsg162.profile	family	L1 norm error	0	0.0
gsg162.profile	genus	L1 norm error	0	0.0
gsg162.profile	species	L1 norm error	0	0.0
gsg162.profile	strain	L1 norm error	0	0.0
gsg162.profile	na	Weighted UniFrac error	0	0.0
gsg162.profile	na	Unweighted UniFrac error	0	0.0
gsg162.profile	superkingdom	Bray-Curtis distance	1	0.0
gsg162.profile	phylum	Bray-Curtis distance	1	0.0
gsg162.profile	class	Bray-Curtis distance	1	0.0
gsg162.profile	order	Bray-Curtis distance	1	0.0
gsg162.profile	family	Bray-Curtis distance	1	0.0
gsg162.profile	genus	Bray-Curtis distance	1	0.0
gsg162.profile	species	Bray-Curtis distance	1	0.0
gsg162.profile	strain	Bray-Curtis distance	1	0.0
gsg162.profile	superkingdom	Shannon diversity	1	0.0
gsg162.profile	superkingdom	Shannon equitability	1	0.0
gsg162.profile	phylum	Shannon diversity	1	1.1891321793321998
gsg162.profile	phylum	Shannon equitability	1	0.5164335437375625
gsg162.profile	class	Shannon diversity	1	1.563521436562615
gsg162.profile	class	Shannon equitability	1	0.5773605806591925
gsg162.profile	order	Shannon diversity	1	2.4084989866408093
gsg162.profile	order	Shannon equitability	1	0.6888299093597996
gsg162.profile	family	Shannon diversity	1	3.071305080108132
gsg162.profile	family	Shannon equitability	1	0.7699466942600227
gsg162.profile	genus	Shannon diversity	1	3.652926677058942
gsg162.profile	genus	Shannon equitability	1	0.815870422177443
gsg162.profile	species	Shannon diversity	1	4.321365492781603
gsg162.profile	species	Shannon equitability	1	0.8493923668541636
gsg162.profile	strain	Shannon diversity	1	4.321365492781603
gsg162.profile	strain	Shannon equitability	1	0.8493923668541636
gsg162.profile	superkingdom	True positives	1	1.0
gsg162.profile	superkingdom	False negatives	1	0.0
gsg162.profile	superkingdom	False positives	1	0.0
gsg162.profile	superkingdom	Completeness	1	1.0
gsg162.profile	superkingdom	Purity	1	1.0
gsg162.profile	superkingdom	F1 score	1	1.0
