tool	rank	metric	sample	value
Gold standard	strain	Completeness	0	1.0
Gold standard	strain	Purity	0	1.0
Gold standard	strain	F1 score	0	1.0
Gold standard	strain	Jaccard index	0	1.0
Gold standard	strain	Taxon counts	0	389.0
Gold standard	superkingdom	L1 norm error	0	0.0
Gold standard	phylum	L1 norm error	0	0.0
Gold standard	class	L1 norm error	0	0.0
Gold standard	order	L1 norm error	0	0.0
Gold standard	family	L1 norm error	0	0.0
Gold standard	genus	L1 norm error	0	0.0
Gold standard	species	L1 norm error	0	0.0
Gold standard	strain	L1 norm error	0	0.0
Gold standard	na	Weighted UniFrac error	0	0.0
Gold standard	na	Unweighted UniFrac error	0	0.0
Gold standard	superkingdom	Bray-Curtis distance	1	0.0
Gold standard	phylum	Bray-Curtis distance	1	0.0
Gold standard	class	Bray-Curtis distance	1	0.0
Gold standard	order	Bray-Curtis distance	1	0.0
Gold standard	family	Bray-Curtis distance	1	0.0
Gold standard	genus	Bray-Curtis distance	1	0.0
Gold standard	species	Bray-Curtis distance	1	0.0
Gold standard	strain	Bray-Curtis distance	1	0.0
Gold standard	superkingdom	Shannon diversity	1	0.3660474043641706
Gold standard	superkingdom	Shannon equitability	1	0.5280947750064661
Gold standard	phylum	Shannon diversity	1	1.3642833814788804
Gold standard	phylum	Shannon equitability	1	0.4481107987823007
Gold standard	class	Shannon diversity	1	1.8899760769155485
Gold standard	class	Shannon equitability	1	0.550373651493821
Gold standard	order	Shannon diversity	1	3.094969553647288
Gold standard	order	Shannon equitability	1	0.7236874395888908
Gold standard	family	Shannon diversity	1	3.593246756172304
Gold standard	family	Shannon equitability	1	0.7545391674831602
Gold standard	genus	Shannon diversity	1	4.162606876315546
Gold standard	genus	Shannon equitability	1	0.7834454174626697
Gold standard	species	Shannon diversity	1	4.29568497974818
Gold standard	species	Shannon equitability	1	0.7531291732872588
Gold standard	strain	Shannon diversity	1	5.062815845901605
Gold standard	strain	Shannon equitability	1	0.828713483504091
Gold standard	superkingdom	True positives	1	2.0
Gold standard	superkingdom	False negatives	1	0.0
Gold standard	superkingdom	False positives	1	0.0
Gold standard	superkingdom	Completeness	1	1.0
Gold standard	superkingdom	Purity	1	1.0
Gold standard	superkingdom	F1 score	1	1.0
Gold standard	superkingdom	Jaccard index	1	1.0
Gold standard	superkingdom	Taxon counts	1	2.0
Gold standard	phylum	True positives	1	21.0
Gold standard	phylum	False negatives	1	0.0
Gold standard	phylum	False positives	1	0.0
Gold standard	phylum	Completeness	1	1.0
Gold standard	phylum	Purity	1	1.0
Gold standard	phylum	F1 score	1	1.0
Gold standard	phylum	Jaccard index	1	1.0
Gold standard	phylum	Taxon counts	1	21.0
Gold standard	class	True positives	1	31.0
Gold standard	class	False negatives	1	0.0
Gold standard	class	False positives	1	0.0
Gold standard	class	Completeness	1	1.0
Gold standard	class	Purity	1	1.0
Gold standard	class	F1 score	1	1.0
Gold standard	class	Jaccard index	1	1.0
Gold standard	class	Taxon counts	1	31.0
Gold standard	order	True positives	1	72.0
Gold standard	order	False negatives	1	0.0
Gold standard	order	False positives	1	0.0
Gold standard	order	Completeness	1	1.0
Gold standard	order	Purity	1	1.0
Gold standard	order	F1 score	1	1.0
Gold standard	order	Jaccard index	1	1.0
Gold standard	order	Taxon counts	1	72.0
Gold standard	family	True positives	1	117.0
Gold standard	family	False negatives	1	0.0
Gold standard	family	False positives	1	0.0
Gold standard	family	Completeness	1	1.0
Gold standard	family	Purity	1	1.0
Gold standard	family	F1 score	1	1.0
Gold standard	family	Jaccard index	1	1.0
Gold standard	family	Taxon counts	1	117.0
Gold standard	genus	True positives	1	203.0
Gold standard	genus	False negatives	1	0.0
Gold standard	genus	False positives	1	0.0
Gold standard	genus	Completeness	1	1.0
Gold standard	genus	Purity	1	1.0
Gold standard	genus	F1 score	1	1.0
Gold standard	genus	Jaccard index	1	1.0
Gold standard	genus	Taxon counts	1	203.0
Gold standard	species	True positives	1	300.0
Gold standard	species	False negatives	1	0.0
Gold standard	species	False positives	1	0.0
Gold standard	species	Completeness	1	1.0
Gold standard	species	Purity	1	1.0
Gold standard	species	F1 score	1	1.0
Gold standard	species	Jaccard index	1	1.0
Gold standard	species	Taxon counts	1	300.0
Gold standard	strain	True positives	1	450.0
Gold standard	strain	False negatives	1	0.0
Gold standard	strain	False positives	1	0.0
Gold standard	strain	Completeness	1	1.0
Gold standard	strain	Purity	1	1.0
Gold standard	strain	F1 score	1	1.0
Gold standard	strain	Jaccard index	1	1.0
Gold standard	strain	Taxon counts	1	450.0
Gold standard	superkingdom	L1 norm error	1	0.0
Gold standard	phylum	L1 norm error	1	0.0
Gold standard	class	L1 norm error	1	0.0
Gold standard	order	L1 norm error	1	0.0
Gold standard	family	L1 norm error	1	0.0
Gold standard	genus	L1 norm error	1	0.0
Gold standard	species	L1 norm error	1	0.0
Gold standard	strain	L1 norm error	1	0.0
Gold standard	na	Weighted UniFrac error	1	0.0
Gold standard	na	Unweighted UniFrac error	1	0.0
Gold standard	superkingdom	Bray-Curtis distance	2	0.0
Gold standard	phylum	Bray-Curtis distance	2	0.0
Gold standard	class	Bray-Curtis distance	2	0.0
Gold standard	order	Bray-Curtis distance	2	0.0
Gold standard	family	Bray-Curtis distance	2	0.0
Gold standard	genus	Bray-Curtis distance	2	0.0
Gold standard	species	Bray-Curtis distance	2	0.0
Gold standard	strain	Bray-Curtis distance	2	0.0
Gold standard	superkingdom	Shannon diversity	2	0.3831805720931298
Gold standard	superkingdom	Shannon equitability	2	0.5528127111237543
Gold standard	phylum	Shannon diversity	2	1.3146688074054786
Gold standard	phylum	Shannon equitability	2	0.42531567496820827
Gold standard	class	Shannon diversity	2	1.8544585748770253
Gold standard	class	Shannon equitability	2	0.5565260383071505
Gold standard	order	Shannon diversity	2	2.945571193965106
Gold standard	order	Shannon equitability	2	0.6980840893717881
Gold standard	family	Shannon diversity	2	3.3574825640304105
Gold standard	family	Shannon equitability	2	0.7199584890621769
Gold standard	genus	Shannon diversity	2	3.947209466970876
Gold standard	genus	Shannon equitability	2	0.7478445850106503
Gold standard	species	Shannon diversity	2	4.048580983767203
Gold standard	species	Shannon equitability	2	0.7212700132675895
Gold standard	strain	Shannon diversity	2	4.8173228107543435
Gold standard	strain	Shannon equitability	2	0.7947466879969673
Gold standard	superkingdom	True positives	2	2.0
Gold standard	superkingdom	False negatives	2	0.0
Gold standard	superkingdom	False positives	2	0.0
Gold standard	superkingdom	Completeness	2	1.0
Gold standard	superkingdom	Purity	2	1.0
Gold standard	superkingdom	F1 score	2	1.0
Gold standard	superkingdom	Jaccard index	2	1.0
Gold standard	superkingdom	Taxon counts	2	2.0
Gold standard	phylum	True positives	2	22.0
Gold standard	phylum	False negatives	2	0.0
Gold standard	phylum	False positives	2	0.0
Gold standard	phylum	Completeness	2	1.0
Gold standard	phylum	Purity	2	1.0
Gold standard	phylum	F1 score	2	1.0
Gold standard	phylum	Jaccard index	2	1.0
Gold standard	phylum	Taxon counts	2	22.0
Gold standard	class	True positives	2	28.0
Gold standard	class	False negatives	2	0.0
Gold standard	class	False positives	2	0.0
Gold standard	class	Completeness	2	1.0
Gold standard	class	Purity	2	1.0
Gold standard	class	F1 score	2	1.0
Gold standard	class	Jaccard index	2	1.0
Gold standard	class	Taxon counts	2	28.0
Gold standard	order	True positives	2	68.0
Gold standard	order	False negatives	2	0.0
Gold standard	order	False positives	2	0.0
Gold standard	order	Completeness	2	1.0
Gold standard	order	Purity	2	1.0
Gold standard	order	F1 score	2	1.0
Gold standard	order	Jaccard index	2	1.0
Gold standard	order	Taxon counts	2	68.0
Gold standard	family	True positives	2	106.0
Gold standard	family	False negatives	2	0.0
Gold standard	family	False positives	2	0.0
Gold standard	family	Completeness	2	1.0
Gold standard	family	Purity	2	1.0
Gold standard	family	F1 score	2	1.0
Gold standard	family	Jaccard index	2	1.0
Gold standard	family	Taxon counts	2	106.0
Gold standard	genus	True positives	2	196.0
Gold standard	genus	False negatives	2	0.0
Gold standard	genus	False positives	2	0.0
Gold standard	genus	Completeness	2	1.0
Gold standard	genus	Purity	2	1.0
Gold standard	genus	F1 score	2	1.0
Gold standard	genus	Jaccard index	2	1.0
Gold standard	genus	Taxon counts	2	196.0
Gold standard	species	True positives	2	274.0
Gold standard	species	False negatives	2	0.0
Gold standard	species	False positives	2	0.0
Gold standard	species	Completeness	2	1.0
Gold standard	species	Purity	2	1.0
Gold standard	species	F1 score	2	1.0
Gold standard	species	Jaccard index	2	1.0
Gold standard	species	Taxon counts	2	274.0
Gold standard	strain	True positives	2	429.0
Gold standard	strain	False negatives	2	0.0
Gold standard	strain	False positives	2	0.0
Gold standard	strain	Completeness	2	1.0
Gold standard	strain	Purity	2	1.0
Gold standard	strain	F1 score	2	1.0
Gold standard	strain	Jaccard index	2	1.0
Gold standard	strain	Taxon counts	2	429.0
Gold standard	superkingdom	L1 norm error	2	0.0
Gold standard	phylum	L1 norm error	2	0.0
Gold standard	class	L1 norm error	2	0.0
Gold standard	order	L1 norm error	2	0.0
Gold standard	family	L1 norm error	2	0.0
Gold standard	genus	L1 norm error	2	0.0
Gold standard	species	L1 norm error	2	0.0
Gold standard	strain	L1 norm error	2	0.0
Gold standard	na	Weighted UniFrac error	2	0.0
Gold standard	na	Unweighted UniFrac error	2	0.0
Gold standard	superkingdom	Bray-Curtis distance	3	0.0
Gold standard	phylum	Bray-Curtis distance	3	0.0
Gold standard	class	Bray-Curtis distance	3	0.0
Gold standard	order	Bray-Curtis distance	3	0.0
Gold standard	family	Bray-Curtis distance	3	0.0
Gold standard	genus	Bray-Curtis distance	3	0.0
Gold standard	species	Bray-Curtis distance	3	0.0
Gold standard	strain	Bray-Curtis distance	3	0.0
Gold standard	superkingdom	Shannon diversity	3	0.3605812683281998
Gold standard	superkingdom	Shannon equitability	3	0.5202088076545466
Gold standard	phylum	Shannon diversity	3	1.3524385974513327
Gold standard	phylum	Shannon equitability	3	0.437534785710223
Gold standard	class	Shannon diversity	3	1.9592207080499062
Gold standard	class	Shannon equitability	3	0.5705381503725346
Gold standard	order	Shannon diversity	3	3.065756596012634
Gold standard	order	Shannon equitability	3	0.7122932691824893
Gold standard	family	Shannon diversity	3	3.434586145640961
Gold standard	family	Shannon equitability	3	0.7174082651566305
Gold standard	genus	Shannon diversity	3	4.126119553202818
Gold standard	genus	Shannon equitability	3	0.7575396556967684
Gold standard	species	Shannon diversity	3	4.1827907851306385
Gold standard	species	Shannon equitability	3	0.7038418295992805
Gold standard	strain	Shannon diversity	3	5.1103782632431205
Gold standard	strain	Shannon equitability	3	0.7978448070553604
Gold standard	superkingdom	True positives	3	2.0
Gold standard	superkingdom	False negatives	3	0.0
Gold standard	superkingdom	False positives	3	0.0
Gold standard	superkingdom	Completeness	3	1.0
Gold standard	superkingdom	Purity	3	1.0
Gold standard	superkingdom	F1 score	3	1.0
Gold standard	superkingdom	Jaccard index	3	1.0
Gold standard	superkingdom	Taxon counts	3	2.0
Gold standard	phylum	True positives	3	22.0
Gold standard	phylum	False negatives	3	0.0
Gold standard	phylum	False positives	3	0.0
Gold standard	phylum	Completeness	3	1.0
Gold standard	phylum	Purity	3	1.0
Gold standard	phylum	F1 score	3	1.0
Gold standard	phylum	Jaccard index	3	1.0
Gold standard	phylum	Taxon counts	3	22.0
Gold standard	class	True positives	3	31.0
Gold standard	class	False negatives	3	0.0
Gold standard	class	False positives	3	0.0
Gold standard	class	Completeness	3	1.0
Gold standard	class	Purity	3	1.0
Gold standard	class	F1 score	3	1.0
Gold standard	class	Jaccard index	3	1.0
Gold standard	class	Taxon counts	3	31.0
Gold standard	order	True positives	3	74.0
Gold standard	order	False negatives	3	0.0
Gold standard	order	False positives	3	0.0
Gold standard	order	Completeness	3	1.0
Gold standard	order	Purity	3	1.0
Gold standard	order	F1 score	3	1.0
Gold standard	order	Jaccard index	3	1.0
Gold standard	order	Taxon counts	3	74.0
Gold standard	family	True positives	3	120.0
Gold standard	family	False negatives	3	0.0
Gold standard	family	False positives	3	0.0
Gold standard	family	Completeness	3	1.0
Gold standard	family	Purity	3	1.0
Gold standard	family	F1 score	3	1.0
Gold standard	family	Jaccard index	3	1.0
Gold standard	family	Taxon counts	3	120.0
Gold standard	genus	True positives	3	232.0
Gold standard	genus	False negatives	3	0.0
Gold standard	genus	False positives	3	0.0
Gold standard	genus	Completeness	3	1.0
Gold standard	genus	Purity	3	1.0
Gold standard	genus	F1 score	3	1.0
Gold standard	genus	Jaccard index	3	1.0
Gold standard	genus	Taxon counts	3	232.0
Gold standard	species	True positives	3	381.0
Gold standard	species	False negatives	3	0.0
Gold standard	species	False positives	3	0.0
Gold standard	species	Completeness	3	1.0
Gold standard	species	Purity	3	1.0
Gold standard	species	F1 score	3	1.0
Gold standard	species	Jaccard index	3	1.0
Gold standard	species	Taxon counts	3	381.0
Gold standard	strain	True positives	3	605.0
Gold standard	strain	False negatives	3	0.0
Gold standard	strain	False positives	3	0.0
Gold standard	strain	Completeness	3	1.0
Gold standard	strain	Purity	3	1.0
Gold standard	strain	F1 score	3	1.0
Gold standard	strain	Jaccard index	3	1.0
Gold standard	strain	Taxon counts	3	605.0
Gold standard	superkingdom	L1 norm error	3	0.0
Gold standard	phylum	L1 norm error	3	0.0
Gold standard	class	L1 norm error	3	0.0
Gold standard	order	L1 norm error	3	0.0
Gold standard	family	L1 norm error	3	0.0
Gold standard	genus	L1 norm error	3	0.0
Gold standard	species	L1 norm error	3	0.0
Gold standard	strain	L1 norm error	3	0.0
Gold standard	na	Weighted UniFrac error	3	0.0
Gold standard	na	Unweighted UniFrac error	3	0.0
Gold standard	superkingdom	Bray-Curtis distance	4	0.0
Gold standard	phylum	Bray-Curtis distance	4	0.0
Gold standard	class	Bray-Curtis distance	4	0.0
Gold standard	order	Bray-Curtis distance	4	0.0
Gold standard	family	Bray-Curtis distance	4	0.0
Gold standard	genus	Bray-Curtis distance	4	0.0
Gold standard	species	Bray-Curtis distance	4	0.0
Gold standard	strain	Bray-Curtis distance	4	0.0
Gold standard	superkingdom	Shannon diversity	4	0.2975350826354672
Gold standard	superkingdom	Shannon equitability	4	0.42925238820867645
Gold standard	phylum	Shannon diversity	4	1.281007024870912
Gold standard	phylum	Shannon equitability	4	0.44319801470912784
Gold standard	class	Shannon diversity	4	1.9592490922950385
Gold standard	class	Shannon equitability	4	0.5944617928466563
Gold standard	order	Shannon diversity	4	3.0060384066345818
Gold standard	order	Shannon equitability	4	0.7227994503289121
Gold standard	family	Shannon diversity	4	3.3038837159618053
Gold standard	family	Shannon equitability	4	0.7158824355518871
Gold standard	genus	Shannon diversity	4	3.9526183071255905
Gold standard	genus	Shannon equitability	4	0.757154960230376
Gold standard	species	Shannon diversity	4	3.769927846508139
Gold standard	species	Shannon equitability	4	0.6703264778889116
Gold standard	strain	Shannon diversity	4	4.775254102192811
Gold standard	strain	Shannon equitability	4	0.7881097558265262
Gold standard	superkingdom	True positives	4	2.0
Gold standard	superkingdom	False negatives	4	0.0
Gold standard	superkingdom	False positives	4	0.0
Gold standard	superkingdom	Completeness	4	1.0
Gold standard	superkingdom	Purity	4	1.0
Gold standard	superkingdom	F1 score	4	1.0
Gold standard	superkingdom	Jaccard index	4	1.0
Gold standard	superkingdom	Taxon counts	4	2.0
Gold standard	phylum	True positives	4	18.0
Gold standard	phylum	False negatives	4	0.0
Gold standard	phylum	False positives	4	0.0
Gold standard	phylum	Completeness	4	1.0
Gold standard	phylum	Purity	4	1.0
Gold standard	phylum	F1 score	4	1.0
Gold standard	phylum	Jaccard index	4	1.0
Gold standard	phylum	Taxon counts	4	18.0
Gold standard	class	True positives	4	27.0
Gold standard	class	False negatives	4	0.0
Gold standard	class	False positives	4	0.0
Gold standard	class	Completeness	4	1.0
Gold standard	class	Purity	4	1.0
Gold standard	class	F1 score	4	1.0
Gold standard	class	Jaccard index	4	1.0
Gold standard	class	Taxon counts	4	27.0
Gold standard	order	True positives	4	64.0
Gold standard	order	False negatives	4	0.0
Gold standard	order	False positives	4	0.0
Gold standard	order	Completeness	4	1.0
Gold standard	order	Purity	4	1.0
Gold standard	order	F1 score	4	1.0
Gold standard	order	Jaccard index	4	1.0
Gold standard	order	Taxon counts	4	64.0
Gold standard	family	True positives	4	101.0
Gold standard	family	False negatives	4	0.0
Gold standard	family	False positives	4	0.0
Gold standard	family	Completeness	4	1.0
Gold standard	family	Purity	4	1.0
Gold standard	family	F1 score	4	1.0
Gold standard	family	Jaccard index	4	1.0
Gold standard	family	Taxon counts	4	101.0
Gold standard	genus	True positives	4	185.0
Gold standard	genus	False negatives	4	0.0
Gold standard	genus	False positives	4	0.0
Gold standard	genus	Completeness	4	1.0
Gold standard	genus	Purity	4	1.0
Gold standard	genus	F1 score	4	1.0
Gold standard	genus	Jaccard index	4	1.0
Gold standard	genus	Taxon counts	4	185.0
Gold standard	species	True positives	4	277.0
Gold standard	species	False negatives	4	0.0
Gold standard	species	False positives	4	0.0
Gold standard	species	Completeness	4	1.0
Gold standard	species	Purity	4	1.0
Gold standard	species	F1 score	4	1.0
Gold standard	species	Jaccard index	4	1.0
Gold standard	species	Taxon counts	4	277.0
Gold standard	strain	True positives	4	428.0
Gold standard	strain	False negatives	4	0.0
Gold standard	strain	False positives	4	0.0
Gold standard	strain	Completeness	4	1.0
Gold standard	strain	Purity	4	1.0
Gold standard	strain	F1 score	4	1.0
Gold standard	strain	Jaccard index	4	1.0
Gold standard	strain	Taxon counts	4	428.0
Gold standard	superkingdom	L1 norm error	4	0.0
Gold standard	phylum	L1 norm error	4	0.0
Gold standard	class	L1 norm error	4	0.0
Gold standard	order	L1 norm error	4	0.0
Gold standard	family	L1 norm error	4	0.0
Gold standard	genus	L1 norm error	4	0.0
Gold standard	species	L1 norm error	4	0.0
Gold standard	strain	L1 norm error	4	0.0
Gold standard	na	Weighted UniFrac error	4	0.0
Gold standard	na	Unweighted UniFrac error	4	0.0
Gold standard	superkingdom	Bray-Curtis distance	5	0.0
Gold standard	phylum	Bray-Curtis distance	5	0.0
Gold standard	class	Bray-Curtis distance	5	0.0
Gold standard	order	Bray-Curtis distance	5	0.0
Gold standard	family	Bray-Curtis distance	5	0.0
Gold standard	genus	Bray-Curtis distance	5	0.0
Gold standard	species	Bray-Curtis distance	5	0.0
Gold standard	strain	Bray-Curtis distance	5	0.0
Gold standard	superkingdom	Shannon diversity	5	0.309560955106587
Gold standard	superkingdom	Shannon equitability	5	0.4466020547851241
Gold standard	phylum	Shannon diversity	5	1.3170850723677212
Gold standard	phylum	Shannon equitability	5	0.43965379816975286
Gold standard	class	Shannon diversity	5	1.916682501392024
Gold standard	class	Shannon equitability	5	0.5692052608872571
Gold standard	order	Shannon diversity	5	3.007048087069467
Gold standard	order	Shannon equitability	5	0.7177317159110436
Gold standard	family	Shannon diversity	5	3.3831064107180384
Gold standard	family	Shannon equitability	5	0.7239953635296414
Gold standard	genus	Shannon diversity	5	4.053266856802744
Gold standard	genus	Shannon equitability	5	0.7553643261646668
Gold standard	species	Shannon diversity	5	3.9195988490364897
Gold standard	species	Shannon equitability	5	0.6755461704591241
Gold standard	strain	Shannon diversity	5	4.834148680466562
Gold standard	strain	Shannon equitability	5	0.776872547994476
Gold standard	superkingdom	True positives	5	2.0
Gold standard	superkingdom	False negatives	5	0.0
Gold standard	superkingdom	False positives	5	0.0
Gold standard	superkingdom	Completeness	5	1.0
Gold standard	superkingdom	Purity	5	1.0
Gold standard	superkingdom	F1 score	5	1.0
Gold standard	superkingdom	Jaccard index	5	1.0
Gold standard	superkingdom	Taxon counts	5	2.0
Gold standard	phylum	True positives	5	20.0
Gold standard	phylum	False negatives	5	0.0
Gold standard	phylum	False positives	5	0.0
Gold standard	phylum	Completeness	5	1.0
Gold standard	phylum	Purity	5	1.0
Gold standard	phylum	F1 score	5	1.0
Gold standard	phylum	Jaccard index	5	1.0
Gold standard	phylum	Taxon counts	5	20.0
Gold standard	class	True positives	5	29.0
Gold standard	class	False negatives	5	0.0
Gold standard	class	False positives	5	0.0
Gold standard	class	Completeness	5	1.0
Gold standard	class	Purity	5	1.0
Gold standard	class	F1 score	5	1.0
Gold standard	class	Jaccard index	5	1.0
Gold standard	class	Taxon counts	5	29.0
Gold standard	order	True positives	5	66.0
Gold standard	order	False negatives	5	0.0
Gold standard	order	False positives	5	0.0
Gold standard	order	Completeness	5	1.0
Gold standard	order	Purity	5	1.0
Gold standard	order	F1 score	5	1.0
Gold standard	order	Jaccard index	5	1.0
Gold standard	order	Taxon counts	5	66.0
Gold standard	family	True positives	5	107.0
Gold standard	family	False negatives	5	0.0
Gold standard	family	False positives	5	0.0
Gold standard	family	Completeness	5	1.0
Gold standard	family	Purity	5	1.0
Gold standard	family	F1 score	5	1.0
Gold standard	family	Jaccard index	5	1.0
Gold standard	family	Taxon counts	5	107.0
Gold standard	genus	True positives	5	214.0
Gold standard	genus	False negatives	5	0.0
Gold standard	genus	False positives	5	0.0
Gold standard	genus	Completeness	5	1.0
Gold standard	genus	Purity	5	1.0
Gold standard	genus	F1 score	5	1.0
Gold standard	genus	Jaccard index	5	1.0
Gold standard	genus	Taxon counts	5	214.0
Gold standard	species	True positives	5	331.0
Gold standard	species	False negatives	5	0.0
Gold standard	species	False positives	5	0.0
Gold standard	species	Completeness	5	1.0
Gold standard	species	Purity	5	1.0
Gold standard	species	F1 score	5	1.0
Gold standard	species	Jaccard index	5	1.0
Gold standard	species	Taxon counts	5	331.0
Gold standard	strain	True positives	5	504.0
Gold standard	strain	False negatives	5	0.0
Gold standard	strain	False positives	5	0.0
Gold standard	strain	Completeness	5	1.0
Gold standard	strain	Purity	5	1.0
Gold standard	strain	F1 score	5	1.0
Gold standard	strain	Jaccard index	5	1.0
Gold standard	strain	Taxon counts	5	504.0
Gold standard	superkingdom	L1 norm error	5	0.0
Gold standard	phylum	L1 norm error	5	0.0
Gold standard	class	L1 norm error	5	0.0
Gold standard	order	L1 norm error	5	0.0
Gold standard	family	L1 norm error	5	0.0
Gold standard	genus	L1 norm error	5	0.0
Gold standard	species	L1 norm error	5	0.0
Gold standard	strain	L1 norm error	5	0.0
Gold standard	na	Weighted UniFrac error	5	0.0
Gold standard	na	Unweighted UniFrac error	5	0.0
Gold standard	superkingdom	Bray-Curtis distance	6	0.0
Gold standard	phylum	Bray-Curtis distance	6	0.0
Gold standard	class	Bray-Curtis distance	6	0.0
Gold standard	order	Bray-Curtis distance	6	0.0
Gold standard	family	Bray-Curtis distance	6	0.0
Gold standard	genus	Bray-Curtis distance	6	0.0
Gold standard	species	Bray-Curtis distance	6	0.0
Gold standard	strain	Bray-Curtis distance	6	0.0
Gold standard	superkingdom	Shannon diversity	6	0.35055225114645705
Gold standard	superkingdom	Shannon equitability	6	0.505739994301456
Gold standard	phylum	Shannon diversity	6	1.3332960881865095
Gold standard	phylum	Shannon equitability	6	0.43134188815101104
Gold standard	class	Shannon diversity	6	1.8304104385117237
Gold standard	class	Shannon equitability	6	0.5381664846564146
Gold standard	order	Shannon diversity	6	3.049665206188258
Gold standard	order	Shannon equitability	6	0.7178224365192374
Gold standard	family	Shannon diversity	6	3.472580569012206
Gold standard	family	Shannon equitability	6	0.7387714230834345
Gold standard	genus	Shannon diversity	6	4.092697437597264
Gold standard	genus	Shannon equitability	6	0.765403989743238
Gold standard	species	Shannon diversity	6	4.067286601838262
Gold standard	species	Shannon equitability	6	0.7028440861824441
Gold standard	strain	Shannon diversity	6	4.949551521648759
Gold standard	strain	Shannon equitability	6	0.7939084765831559
Gold standard	superkingdom	True positives	6	2.0
Gold standard	superkingdom	False negatives	6	0.0
Gold standard	superkingdom	False positives	6	0.0
Gold standard	superkingdom	Completeness	6	1.0
Gold standard	superkingdom	Purity	6	1.0
Gold standard	superkingdom	F1 score	6	1.0
Gold standard	superkingdom	Jaccard index	6	1.0
Gold standard	superkingdom	Taxon counts	6	2.0
Gold standard	phylum	True positives	6	22.0
Gold standard	phylum	False negatives	6	0.0
Gold standard	phylum	False positives	6	0.0
Gold standard	phylum	Completeness	6	1.0
Gold standard	phylum	Purity	6	1.0
Gold standard	phylum	F1 score	6	1.0
